timestamp,asset_id,lbw,timeline_index,sigma_t,next_arithmetic_return,normalized_return_1,normalized_return_21,normalized_return_63,normalized_return_126,normalized_return_256,macd_8_24,macd_16_28,macd_32_96,nu,gamma
2021-09-26T00:00:00,DASHUSD,252,313,0.058054990839194395,-0.051423324150596916,-0.072453566656332638,-1.4409495018579632,0.41400261902627206,0.18837509192311633,0.23825299945782433,-0.65298886613685703,-0.063902095066130843,0.1741195966311169,0.9998954497671827,0.11888845594641148
2021-09-27T00:00:00,DASHUSD,252,314,0.057738741445486741,-0.032203936753791421,-0.89062080092527751,-1.4943294887675538,0.18549084502486207,-0.26927987539916376,0.19351738020702497,-0.75690889764917191,-0.15228640323217355,0.14101264574950523,0.99999999732659695,0.52505783523972316
2021-09-28T00:00:00,DASHUSD,252,315,0.056992114040607812,0.0024006401707120911,-0.5650595226358085,-1.0408011695106285,0.093575467927857911,-0.29215254762444448,0.22457964782666057,-0.86146294157196723,-0.24422238682747741,0.10411575970082838,0.99997335489484196,0.7301454280416777
2021-09-29T00:00:00,DASHUSD,252,316,0.056070404589715878,0.0864821713677488,0.042814746714927188,-0.9504117972653644,-0.025565583776198043,-0.4526162244128536,0.22546593021188854,-0.93852468716209503,-0.32523250773993306,0.068293869793103354,0.99999999906616654,0.51707491635823488
2021-09-30T00:00:00,DASHUSD,252,317,0.057576806821007818,0.070413911339701207,1.5020313932413916,-0.69168352693681423,0.04317329270050433,-0.30262640894781634,0.33629896063036058,-0.94146809990877878,-0.36868634447822501,0.044940365688661575,0.99999940291194844,0.60422548339360826
2021-10-01T00:00:00,DASHUSD,252,318,0.058128017867200621,0.031861343095755598,1.2113592364454755,-0.32017418026658828,0.19308613868765315,-0.047240623658503011,0.38860396348195725,-0.89151698703524918,-0.38249012311431402,0.032230986751539507,0.99999999780257154,0.5090804572021006
2021-10-02T00:00:00,DASHUSD,252,319,0.057458499211279511,-0.010089251067132288,0.55451053426576258,-0.3058554997362315,0.23422859033424984,0.07298715582484519,0.45158300459491779,-0.82043229176216115,-0.3815891123249463,0.024607687474413633,0.99999999866226252,0.50504887218930605
2021-10-03T00:00:00,DASHUSD,252,320,0.056542140374624031,-0.026320210561684432,-0.17843772804292976,-0.37784734488055655,0.13358456443112818,-0.077277449225288522,0.53786955774573042,-0.76247980104762858,-0.38323429648344454,0.015582247810276244,0.999999999243115,0.50106881176004281
2021-10-04T00:00:00,DASHUSD,252,321,0.055813862981480833,0.038707080002300512,-0.4715712039214619,-0.46534189174765173,0.21095120729226674,-0.13203677712833087,0.79013876002030159,-0.73384501341010022,-0.39652205662841278,0.0028320358962781391,0.99999977246369109,0.58817787754088358
2021-10-05T00:00:00,DASHUSD,252,322,0.055340830907676011,0.032059800664451785,0.69943077050785252,-0.37033916499100167,0.33738456552135504,-0.059984154858045029,0.81332785092217597,-0.67801439985347378,-0.39333496156868636,-0.0037792908211140086,0.99999999971942932,0.49309911091761072
2021-10-06T00:00:00,DASHUSD,252,323,0.054714937685796994,0.028810558506357664,0.58594237735509347,-0.35798400333726021,0.39971955085919775,-0.12827347318366764,0.89143763460065617,-0.60144423985226136,-0.37600931653319902,-0.0051796477215024497,0.9999999998318958,0.48910657252660128
2021-10-07T00:00:00,DASHUSD,252,324,0.054028403971390762,-0.023518982060909424,0.53324837286723181,-0.23132461059234274,0.39937774468762111,-0.11999345391353895,0.94026821851607445,-0.50779089744660011,-0.34565826212537232,-0.0017615501292342806,0.99999999987880384,0.48512431811392398
2021-10-08T00:00:00,DASHUSD,252,325,0.053343544720364441,0.026595460614152147,-0.44089649805238385,-0.22736995144265437,0.28132433214576424,-0.041740705170518297,0.90258198663455702,-0.4461663530439976,-0.32753175651554928,-0.0024681311401248559,0.99999999992476374,0.48116504021165918
2021-10-09T00:00:00,DASHUSD,252,326,0.052649763830485398,-0.01976798626645156,0.50513921961322661,-0.11508419066648584,0.33570545121874096,0.050958859867639206,0.989298146698117,-0.36853629733181476,-0.29806732810687886,0.0013593577086014007,0.99999999995741162,0.4771896733095598
2021-10-10T00:00:00,DASHUSD,252,327,0.0519357806744336,-0.048346866210263829,-0.3806236473149382,-0.18421157442298602,0.38760963931315501,0.038629399449509966,1.1266195925870042,-0.32028999726827079,-0.28103947801050483,0.0016228272098079064,0.99999999997624434,0.47322632844743689
2021-10-11T00:00:00,DASHUSD,252,328,0.051868779383449012,-0.0022864153468659192,-0.93209955555057877,0.21607834434269019,0.091648962911949947,0.012931303220612074,0.88230538869151887,-0.3193053521517355,-0.28574485099943453,-0.0065386135702601217,0.99999999998296696,0.46924001038988489
2021-10-12T00:00:00,DASHUSD,252,329,0.051013451770366924,0.014476552456542415,-0.044819851774744263,0.50825729376521867,0.047699969643283949,0.11973982736681221,0.88227104824658908,-0.31843357489390245,-0.29006925211196666,-0.014782670657604401,0.9999999999910405,0.46526124216514086
2021-10-13T00:00:00,DASHUSD,252,330,0.050235782989391985,0.017796143250688647,0.2881721274176095,0.22557729935103174,-0.06448556662892195,0.095774821929869663,0.90931108278588035,-0.3026935100128057,-0.28595983342111309,-0.020262481919016442,0.99999999999484923,0.4612875116202596
2021-10-14T00:00:00,DASHUSD,252,331,0.049501182009773027,0.049098684566664982,0.3595094607473226,0.061213460536508703,0.12018785284105592,0.17780722711629746,1.0151322069582918,-0.27364132242787964,-0.2746604503521014,-0.022624111916248718,0.99999999999708078,0.45732093783542593
2021-10-15T00:00:00,DASHUSD,252,332,0.049436455913374977,-0.010577915376677044,0.99316756550465835,0.70775853811291356,0.064308746026388391,0.268854581708726,1.1198268460822176,-0.20359540827920861,-0.24021846462845287,-0.016411389605123304,0.99999999999797118,0.4533396662208784
2021-10-16T00:00:00,DASHUSD,252,333,0.0486784731466769,-0.05715775749674059,-0.21730170839179633,0.75725154859604782,-0.031598818253623318,0.32636799500061525,0.96585522202261698,-0.15348696639189574,-0.21349346412435602,-0.012322701559596512,0.99999999999885691,0.44937220856695431
2021-10-17T00:00:00,DASHUSD,252,334,0.049051999735529414,0.019746667404170706,-1.1652482631679535,0.47496431031278868,-0.36596582166957364,0.10409104620021568,0.71526274126054668,-0.16304743260327975,-0.21615891061380563,-0.018559522257719632,0.99999999999915024,0.44540082198581277
2021-10-18T00:00:00,DASHUSD,252,335,0.04836614091985765,0.033033195921023946,0.40827461171423052,0.85635208540061447,-0.2161234338171717,0.1194760119867294,0.83582052158857612,-0.15310341307230552,-0.20913552334167324,-0.021210874176780067,0.99999999999954481,0.44141918816353359
2021-10-19T00:00:00,DASHUSD,252,336,0.047912535643697303,0.058965607771068622,0.68944787574333521,1.2297406870941436,-0.0041355881097870847,0.22036803441419389,0.78744322987542004,-0.1151880752323258,-0.1874345624768487,-0.018135061985671965,0.99999999999973821,0.4374511927471294
